Time, Remote IP, Local Port, Protocol
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
16,1440146523,443,10
16,1440146523,443,10
19,1347571286,53,5
19,1440146523,443,10
19,1440146523,443,10
19,1440146523,443,10
20,3701803145,80,10
20,3701803145,80,10
20,3701803145,80,10
20,3701803145,80,10
20,3323224962,443,10
20,3323224962,443,10
22,3323224962,443,10
22,3323224962,443,10
22,3323224962,443,10
22,22888778,80,10
22,22888778,80,10
22,2194656056,443,10
22,2194656056,443,10
22,2194656056,443,10
0,2020316489,80,10
0,2020316489,80,10
5,1578641466,443,10
5,1578641466,443,10
6,3732705628,80,10
6,3732705628,80,10
6,3732705628,80,10
6,3732705628,80,10
6,2731874340,80,10
6,2731874340,80,10
6,2731874340,80,10
6,2731874340,80,10
7,1914781013,80,10
7,1914781013,80,10
7,3662499618,80,10
7,3662499618,80,10
9,3662499618,443,10
9,3662499618,443,10
10,3093924685,53,5
11,1390242055,53,10
11,1390242055,53,10
11,95568492,53,5
11,2733888614,80,10
11,2733888614,80,10
12,3524339417,80,10
12,3524339417,80,10
12,3524339417,80,10
12,3524339417,80,10
12,2733888614,80,10
12,2733888614,80,10
12,2733888614,80,10
12,2733888614,80,10
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,2357014141,80,10
14,921793314,80,10
14,921793314,80,10
14,921793314,80,10
14,921793314,80,10
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
15,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
17,95568495,53,5
18,3545395559,80,10
18,3545395559,80,10
18,95568492,53,5
20,1010138808,80,10
20,1010138808,80,10
20,2379512144,443,10
20,2379512144,443,10
20,2379512074,443,10
20,2379512074,443,10
20,2379512074,443,10
21,3583705208,443,10
21,3583705208,443,10
22,1607706759,443,10
22,1607706759,443,10
22,3583705208,443,10
22,3583705208,443,10
22,3583705208,443,10
0,1878076565,443,10
0,1878076565,443,10
0,1878076565,443,10
0,1878076565,443,10
0,1878076565,443,10
0,1878076565,443,10
0,1878076565,443,10
0,1578641466,443,10
0,1578641466,443,10
1,1078495199,80,10
1,1078495199,80,10
3,3662499618,80,10
3,3662499618,80,10
4,1347567885,53,5
4,1866713897,80,10
4,1866713897,80,10
4,3662499618,443,10
4,3662499618,443,10
12,3093924685,53,5
12,1938273710,80,10
12,1938273710,80,10
12,1938273710,80,10
12,1938273710,80,10
12,3558703919,80,10
12,3558703919,80,10
12,3558703919,80,10
12,3558703919,80,10
17,996246682,80,10
17,996246682,80,10
17,996246682,80,10
17,996246682,80,10
17,996246682,80,10
17,996246682,80,10
17,2379512144,443,10
17,2379512144,443,10
17,2379512074,443,10
17,2379512074,443,10
17,2379512074,443,10
19,3063969923,80,10
19,3063969923,80,10
19,3063969923,80,10
19,3063969923,80,10
19,3153089267,80,10
19,3153089267,80,10
19,3153089267,80,10
19,3153089267,80,10
20,459540275,443,10
20,459540275,443,10
20,3392473170,80,10
20,3392473170,80,10
20,3396350783,53,5
21,459540275,443,10
21,459540275,443,10
21,459540275,443,10
22,3662499618,80,10
22,3662499618,80,10
22,3583705208,443,10
22,3583705208,443,10
23,3662499618,443,10
23,3662499618,443,10
23,3583705208,443,10
23,3583705208,443,10
23,3583705208,443,10
0,1992311147,80,10
0,1992311147,80,10
0,1578641466,443,10
0,1578641466,443,10
0,1578641466,443,10
0,1083432450,80,10
0,1083432450,80,10
0,1083432450,80,10
0,1083432450,80,10
0,1083432450,80,10
0,1083432450,80,10
0,1083432450,80,10
0,1083432450,80,10
2,3413028757,80,10
2,3413028757,80,10
2,3413028757,80,10
2,3413028757,80,10
3,3002702366,443,10
3,3002702366,443,10
4,1360102622,53,5
4,1806314175,80,10
4,1806314175,80,10
5,1390242054,53,10
5,1390242054,53,10
5,1806314175,80,10
5,1806314175,80,10
5,1806314175,80,10
5,1806314175,80,10
8,2733886956,80,10
8,2733886956,80,10
8,3034694980,80,10
8,3034694980,80,10
8,3034694980,80,10
8,3034694980,80,10
8,3034694980,80,10
8,1546269561,80,10
8,1546269561,80,10
8,1546269561,80,10
8,1546269561,80,10
9,2733886956,80,10
9,2733886956,80,10
9,2733886956,80,10
9,2733886956,80,10
10,1866713897,80,10
10,1866713897,80,10
10,1347571266,53,5
11,3322362163,53,5
11,1358150548,80,10
11,1358150548,80,10
12,3093924685,53,5
14,920374158,80,10
14,920374158,80,10
14,920374158,80,10
14,920374158,80,10
14,2469663021,80,10
14,2469663021,80,10
14,2469663021,80,10
14,2469663021,80,10
15,3662499618,80,10
15,3662499618,80,10
15,1652130574,80,10
15,1652130574,80,10
15,1652130574,80,10
15,1652130574,80,10
15,1652130574,80,10
15,1652130574,80,10
15,1652130574,80,10
16,3658588182,80,10
16,3658588182,80,10
18,1038376715,443,10
18,1038376715,443,10
18,1038376715,443,10
18,1038376715,443,10
18,1038376715,443,10
18,1038376715,443,10
18,1038376715,443,10
18,1168501154,80,10
18,1168501154,80,10
19,3276722946,80,10
19,3276722946,80,10
19,3276722946,80,10
19,3276722946,80,10
20,922090418,80,10
20,922090418,80,10
20,922090418,80,10
20,922090418,80,10
20,3662499618,443,10
20,3662499618,443,10
21,3104157304,80,10
21,3104157304,80,10
21,3583705208,443,10
21,3583705208,443,10
22,1977159345,80,10
22,1977159345,80,10
22,2379512144,443,10
22,2379512144,443,10
22,2379512074,443,10
22,2379512074,443,10
22,2379512074,443,10
22,3583705208,443,10
22,3583705208,443,10
22,3583705208,443,10
23,1728913303,80,10
23,1728913303,80,10
0,1360102622,53,5
0,1268051660,443,10
0,1268051660,443,10
3,3323217250,80,10
3,3323217250,80,10
3,3323217250,80,10
3,3323217250,80,10
3,3323217250,80,10
3,3323217250,80,10
3,3323217250,80,10
3,3323217250,80,10
3,3323217250,80,10
3,3323217250,80,10
4,2040571066,80,10
4,2040571066,80,10
5,469652053,80,10
5,469652053,80,10
5,469652053,80,10
5,469652053,80,10
5,1486272114,80,10
5,1486272114,80,10
6,2257832819,53,5
6,1486272114,80,10
6,1486272114,80,10
6,1486272114,80,10
6,1486272114,80,10
7,3392473170,80,10
7,3392473170,80,10
7,3392473170,80,10
7,3392473170,80,10
8,3425369346,53,5
10,2731874340,80,10
10,2731874340,80,10
10,2731874340,80,10
10,2731874340,80,10
12,3662499618,80,10
12,3662499618,80,10
12,3093924685,53,5
14,831705142,80,10
14,831705142,80,10
14,831705142,80,10
14,831705142,80,10
14,831705142,80,10
14,831705142,80,10
14,831705142,80,10
14,831705142,80,10
14,831705142,80,10
14,831705142,80,10
14,831705142,80,10
14,831705142,80,10
14,3226568430,80,10
14,3226568430,80,10
14,3662499618,443,10
14,3662499618,443,10
15,1361901324,80,10
15,1361901324,80,10
15,1361901324,80,10
15,1361901324,80,10
15,2160578432,80,10
15,2160578432,80,10
19,2379512144,443,10
19,2379512144,443,10
19,2379512074,443,10
19,2379512074,443,10
19,2379512074,443,10
19,3361917079,80,10
19,3361917079,80,10
19,3361917079,80,10
19,3361917079,80,10
19,918162984,80,10
19,918162984,80,10
19,918162984,80,10
19,918162984,80,10
20,3105870110,443,10
20,3105870110,443,10
21,635281533,53,5
22,1333008890,80,10
22,1333008890,80,10
22,1333008890,80,10
22,1333008890,80,10
22,1333008890,80,10
22,1333008890,80,10
22,1333008890,80,10
22,1185021248,80,10
22,1185021248,80,10
22,1185021248,80,10
22,1185021248,80,10
22,1185021248,80,10
22,1185021248,80,10
22,1185021248,80,10
22,1224484407,80,10
22,1224484407,80,10
22,1224484407,80,10
22,1224484407,80,10
22,1224484407,80,10
22,1224484407,80,10
22,1224484407,80,10
23,1937705123,80,10
23,1937705123,80,10
23,1937705123,80,10
23,1937705123,80,10
23,3583705208,443,10
23,3583705208,443,10
0,1668009636,443,10
0,1668009636,443,10
0,1668009636,443,10
0,3583705208,443,10
0,3583705208,443,10
0,3583705208,443,10
4,48517181,80,10
4,48517181,80,10
5,3662499618,80,10
5,3662499618,80,10
9,3662499618,443,10
9,3662499618,443,10
10,1038357888,443,10
10,1038357888,443,10
10,1038357888,443,10
10,1038357888,443,10
10,1038357888,443,10
10,1038357888,443,10
10,1038357888,443,10
10,1038357888,443,10
10,1038357888,443,10
10,1038357888,443,10
10,1038357888,443,10
10,3011256841,80,10
10,3011256841,80,10
11,1651943708,80,10
11,1651943708,80,10
11,1651943708,80,10
11,1651943708,80,10
12,3702890158,80,10
12,3702890158,80,10
12,3702890158,80,10
12,3702890158,80,10
12,3093924685,53,5
13,1255140021,80,10
13,1255140021,80,10
15,3104105411,80,10
15,3104105411,80,10
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
16,1123692547,443,10
16,1123692547,443,10
16,1123692547,443,10
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
17,3331304885,443,10
17,3331304885,443,10
18,910706036,443,10
18,910706036,443,10
18,910706036,443,10
19,2379512144,443,10
19,2379512144,443,10
19,2379512074,443,10
19,2379512074,443,10
19,2379512074,443,10
20,1130748604,80,10
20,1130748604,80,10
20,1130748604,80,10
20,1130748604,80,10
20,1130748604,80,10
20,1130748604,80,10
20,1130748604,80,10
21,2006145828,80,10
21,2006145828,80,10
21,2006145828,80,10
21,2006145828,80,10
22,3583705208,443,10
22,3583705208,443,10
23,3583705208,443,10
23,3583705208,443,10
23,3583705208,443,10
0,3392473170,80,10
0,3392473170,80,10
0,3392473170,80,10
0,3392473170,80,10
0,3662499618,80,10
0,3662499618,80,10
3,1390242054,53,10
3,1390242054,53,10
4,3104157304,53,5
4,2379512307,443,10
4,2379512307,443,10
4,1866713897,80,10
4,1866713897,80,10
5,3662499618,443,10
5,3662499618,443,10
6,1878552671,443,10
6,1878552671,443,10
6,1878552671,443,10
6,1878552671,443,10
6,1878552671,443,10
6,1878552671,443,10
6,1878552671,443,10
6,1878552671,443,10
6,1878552671,443,10
6,1878552671,443,10
6,1878552671,443,10
8,920100279,80,10
8,920100279,80,10
8,920100279,80,10
8,920100279,80,10
8,1607706759,443,10
8,1607706759,443,10
8,1607706759,443,10
10,633026079,80,10
10,633026079,80,10
10,633026079,80,10
10,633026079,80,10
10,3093924685,53,5
11,3417402628,68,5
11,3417402628,68,5
11,3417402628,68,5
11,3417402628,68,5
11,3417402628,68,5
11,3662499618,80,10
11,3662499618,80,10
11,3662499618,443,10
11,3662499618,443,10
12,3417402628,68,5
12,3417402628,68,5
12,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
13,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
14,3417402628,68,5
15,3417402628,68,5
15,3417402628,68,5
15,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
16,3417402628,68,5
18,1466095884,80,10
18,1466095884,80,10
18,1466095884,80,10
18,1466095884,80,10
18,1432693901,80,10
18,1432693901,80,10
18,1432693901,80,10
18,1432693901,80,10
18,2379512144,443,10
18,2379512144,443,10
18,2379512074,443,10
18,2379512074,443,10
18,2379512074,443,10
23,3583705208,443,10
23,3583705208,443,10
0,3583705208,443,10
0,3583705208,443,10
0,3583705208,443,10
1,1919965750,80,10
1,1919965750,80,10
1,1919965750,80,10
1,1919965750,80,10
1,3323217250,53,10
1,3323217250,53,10
1,3323217250,53,5
2,1509466310,53,5
3,3662499618,80,10
3,3662499618,80,10
4,2731874340,80,10
4,2731874340,80,10
4,2731874340,80,10
4,2731874340,80,10
6,3662499618,443,10
6,3662499618,443,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
7,1805336866,80,10
8,3524339417,80,10
8,3524339417,80,10
8,3524339417,80,10
8,3524339417,80,10
8,1866713897,80,10
8,1866713897,80,10
8,3425369346,53,5
10,3392473170,80,10
10,3392473170,80,10
10,3392473170,80,10
10,3392473170,80,10
11,3093924685,53,5
11,3583705208,443,10
11,3583705208,443,10
12,1347567746,443,10
12,1347567746,443,10
12,3583705208,443,10
12,3583705208,443,10
12,3583705208,443,10
12,1347567746,443,10
12,1347567746,443,10
12,1347567746,443,10
13,3545395559,80,10
13,3545395559,80,10
16,1559250072,80,10
16,1559250072,80,10
16,1559250072,80,10
17,2379512144,443,10
17,2379512144,443,10
17,2379512074,443,10
17,2379512074,443,10
17,2379512074,443,10
19,3030798635,80,10
19,3030798635,80,10
19,3030798635,80,10
19,3030798635,80,10
19,3736746938,80,10
19,3736746938,80,10
19,3659274478,80,10
19,3659274478,80,10
20,3662499618,80,10
20,3662499618,80,10
20,2734181414,53,5
20,2734181412,53,5
20,2734181410,53,5
22,3030798635,80,10
22,3030798635,80,10
22,3030798635,80,10
22,3030798635,80,10
